id,title,prompt_html,options_json,answer_id,answer_detail_html
"q84","What is the output?","<pre><span>function</span> <span class=""pl-en"">checkAge</span><span>(</span><span>age</span><span>)</span> <span>{</span>
  <span>if</span> <span>(</span><span>age</span> <span>&lt;</span> <span>18</span><span>)</span> <span>{</span>
    <span>const</span> <span>message</span> <span>=</span> <span class=""pl-s"">""Sorry, you're too young.""</span><span>;</span>
  <span>}</span> <span>else</span> <span>{</span>
    <span>const</span> <span>message</span> <span>=</span> <span class=""pl-s"">""Yay! You're old enough!""</span><span>;</span>
  <span>}</span>

  <span>return</span> <span>message</span><span>;</span>
<span>}</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-en"">checkAge</span><span>(</span><span>21</span><span>)</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`\""Sorry, you're too young.\""`""},{""id"":""B"",""content"":""`\""Yay! You're old enough!\""`""},{""id"":""C"",""content"":""`ReferenceError`""},{""id"":""D"",""content"":""`undefined`""}]","C","<p>Variables with the `const` and `let` keyword are <em>block-scoped</em>. A block is anything between curly brackets (`{ }`). In this case, the curly brackets of the if/else statements. You cannot reference a variable outside of the block it's declared in, a ReferenceError gets thrown.</p>
<p></p>"
"q85","What kind of information would get logged?","<pre><span class=""pl-en"">fetch</span><span>(</span><span class=""pl-s"">'https://www.website.com/api/user/1'</span><span>)</span>
  <span>.</span><span class=""pl-en"">then</span><span>(</span><span>res</span> <span>=></span> <span>res</span><span>.</span><span class=""pl-en"">json</span><span>(</span><span>)</span><span>)</span>
  <span>.</span><span class=""pl-en"">then</span><span>(</span><span>res</span> <span>=></span> <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>res</span><span>)</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""The result of the `fetch` method.""},{""id"":""B"",""content"":""The result of the second invocation of the `fetch` method.""},{""id"":""C"",""content"":""The result of the callback in the previous `.then()`.""},{""id"":""D"",""content"":""It would always be undefined.""}]","C","<p>The value of `res` in the second `.then` is equal to the returned value of the previous `.then`. You can keep chaining `.then`s like this, where the value is passed to the next handler.</p>
<p></p>"
"q86","Which option is a way to set hasName equal to true, provided you cannot pass true as an argument?","<pre><span>function</span> <span class=""pl-en"">getName</span><span>(</span><span>name</span><span>)</span> <span>{</span>
  <span>const</span> <span>hasName</span> <span>=</span> <span class=""pl-c"">//</span>
<span>}</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`!!name`""},{""id"":""B"",""content"":""`name`""},{""id"":""C"",""content"":""`new Boolean(name)`""},{""id"":""D"",""content"":""`name.length`""}]","A","<p>With `!!name`, we determine whether the value of `name` is truthy or falsy. If name is truthy, which we want to test for, `!name` returns `false`. `!false` (which is what `!!name` practically is) returns `true`.</p>
<p>By setting `hasName` equal to `name`, you set `hasName` equal to whatever value you passed to the `getName` function, not the boolean value `true`.</p>
<p>`new Boolean(true)` returns an object wrapper, not the boolean value itself.</p>
<p>`name.length` returns the length of the passed argument, not whether it's `true`.</p>
<p></p>"
"q87","What's the output?","<pre><span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">'I want pizza'</span><span>[</span><span>0</span><span>]</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`\""\""\""`""},{""id"":""B"",""content"":""`\""I\""`""},{""id"":""C"",""content"":""`SyntaxError`""},{""id"":""D"",""content"":""`undefined`""}]","B","<p>In order to get a character at a specific index of a string, you can use bracket notation. The first character in the string has index 0, and so on. In this case, we want to get the element with index 0, the character `""I'`, which gets logged.</p>
<p>Note that this method is not supported in IE7 and below. In that case, use `.charAt()`.</p>
<p></p>"
"q88","What's the output?","<pre><span>function</span> <span class=""pl-en"">sum</span><span>(</span><span>num1</span><span>,</span> <span>num2</span> <span>=</span> <span>num1</span><span>)</span> <span>{</span>
  <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>num1</span> <span>+</span> <span>num2</span><span>)</span><span>;</span>
<span>}</span>

<span class=""pl-en"">sum</span><span>(</span><span>10</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`NaN`""},{""id"":""B"",""content"":""`20`""},{""id"":""C"",""content"":""`ReferenceError`""},{""id"":""D"",""content"":""`undefined`""}]","B","<p>You can set a default parameter's value equal to another parameter of the function, as long as they've been defined <em>before</em> the default parameter. We pass the value `10` to the `sum` function. If the `sum` function only receives 1 argument, it means that the value for `num2` is not passed, and the value of `num1` is equal to the passed value `10` in this case. The default value of `num2` is the value of `num1`, which is `10`. `num1 + num2` returns `20`.</p>
<p>If you're trying to set a default parameter's value equal to a parameter which is defined <em>after</em> (to the right), the parameter's value hasn't been initialized yet, which will throw an error.</p>
<p></p>"
"q89","What's the output?","<pre><span class=""pl-c"">// module.js</span>
<span>export</span> <span>default</span> <span>(</span><span>)</span> <span>=></span> <span class=""pl-s"">'Hello world'</span><span>;</span>
<span>export</span> <span>const</span> <span>name</span> <span>=</span> <span class=""pl-s"">'Lydia'</span><span>;</span>

<span class=""pl-c"">// index.js</span>
<span>import</span> <span>*</span> <span>as</span> <span>data</span> <span>from</span> <span class=""pl-s"">'./module'</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>data</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`{ default: function default(), name: \""Lydia\"" }`""},{""id"":""B"",""content"":""`{ default: function default() }`""},{""id"":""C"",""content"":""`{ default: \""Hello world\"", name: \""Lydia\"" }`""},{""id"":""D"",""content"":""Global object of `module.js`""}]","A","<p>With the `import * as name` syntax, we import <em>all exports</em> from the `module.js` file into the `index.js` file as a new object called `data` is created. In the `module.js` file, there are two exports: the default export, and a named export. The default export is a function which returns the string `""Hello World""`, and the named export is a variable called `name` which has the value of the string `""Lydia""`.</p>
<p>The `data` object has a `default` property for the default export, other properties have the names of the named exports and their corresponding values.</p>
<p></p>"
"q90","What's the output?","<pre><span>class</span> <span class=""pl-v"">Person</span> <span>{</span>
  <span class=""pl-en"">constructor</span><span>(</span><span>name</span><span>)</span> <span>{</span>
    <span>this</span><span>.</span><span>name</span> <span>=</span> <span>name</span><span>;</span>
  <span>}</span>
<span>}</span>

<span>const</span> <span>member</span> <span>=</span> <span>new</span> <span class=""pl-v"">Person</span><span>(</span><span class=""pl-s"">'John'</span><span>)</span><span>;</span>
<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>typeof</span> <span>member</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`\""class\""`""},{""id"":""B"",""content"":""`\""function\""`""},{""id"":""C"",""content"":""`\""object\""`""},{""id"":""D"",""content"":""`\""string\""`""}]","C","<p>Classes are syntactical sugar for function constructors. The equivalent of the `Person` class as a function constructor would be:</p>
<div class=""highlight highlight-source-js position-relative overflow-auto""><pre><span>function</span> <span class=""pl-v"">Person</span><span>(</span><span>)</span> <span>{</span>
  <span>this</span><span>.</span><span>name</span> <span>=</span> <span>name</span><span>;</span>
<span>}</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div></div>
<p>Calling a function constructor with `new` results in the creation of an instance of `Person`, `typeof` keyword returns `""object""` for an instance. `typeof member` returns `""object""`.</p>
<p></p>"
"q91","What's the output?","<pre><span>let</span> <span>newList</span> <span>=</span> <span>[</span><span>1</span><span>,</span> <span>2</span><span>,</span> <span>3</span><span>]</span><span>.</span><span class=""pl-en"">push</span><span>(</span><span>4</span><span>)</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>newList</span><span>.</span><span class=""pl-en"">push</span><span>(</span><span>5</span><span>)</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`[1, 2, 3, 4, 5]`""},{""id"":""B"",""content"":""`[1, 2, 3, 5]`""},{""id"":""C"",""content"":""`[1, 2, 3, 4]`""},{""id"":""D"",""content"":""`Error`""}]","D","<p>The `.push` method returns the <em>new length</em> of the array, not the array itself! By setting `newList` equal to `[1, 2, 3].push(4)`, we set `newList` equal to the new length of the array: `4`.</p>
<p>Then, we try to use the `.push` method on `newList`. Since `newList` is the numerical value `4`, we cannot use the `.push` method: a TypeError is thrown.</p>
<p></p>"
"q92","What's the output?","<pre><span>function</span> <span class=""pl-en"">giveLydiaPizza</span><span>(</span><span>)</span> <span>{</span>
  <span>return</span> <span class=""pl-s"">'Here is pizza!'</span><span>;</span>
<span>}</span>

<span>const</span> <span class=""pl-en"">giveLydiaChocolate</span> <span>=</span> <span>(</span><span>)</span> <span>=></span>
  <span class=""pl-s"">""Here's chocolate... now go hit the gym already.""</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>giveLydiaPizza</span><span>.</span><span>prototype</span><span>)</span><span>;</span>
<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-en"">giveLydiaChocolate</span><span>.</span><span>prototype</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`{ constructor: ...}` `{ constructor: ...}`""},{""id"":""B"",""content"":""`{}` `{ constructor: ...}`""},{""id"":""C"",""content"":""`{ constructor: ...}` `{}`""},{""id"":""D"",""content"":""`{ constructor: ...}` `undefined`""}]","D","<p>Regular functions, such as the `giveLydiaPizza` function, have a `prototype` property, which is an object (prototype object) with a `constructor` property. Arrow functions however, such as the `giveLydiaChocolate` function, do not have this `prototype` property. `undefined` gets returned when trying to access the `prototype` property using `giveLydiaChocolate.prototype`.</p>
<p></p>"
"q93","What's the output?","<pre><span>const</span> <span>person</span> <span>=</span> <span>{</span>
  <span>name</span>: <span class=""pl-s"">'Lydia'</span><span>,</span>
  <span>age</span>: <span>21</span><span>,</span>
<span>}</span><span>;</span>

<span>for</span> <span>(</span><span>const</span> <span>[</span><span>x</span><span>,</span> <span>y</span><span>]</span> <span>of</span> <span class=""pl-v"">Object</span><span>.</span><span class=""pl-en"">entries</span><span>(</span><span>person</span><span>)</span><span>)</span> <span>{</span>
  <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>x</span><span>,</span> <span>y</span><span>)</span><span>;</span>
<span>}</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`name` `Lydia` and `age` `21`""},{""id"":""B"",""content"":""`[\""name\"", \""Lydia\""]` and `[\""age\"", 21]`""},{""id"":""C"",""content"":""`[\""name\"", \""age\""]` and `undefined`""},{""id"":""D"",""content"":""`Error`""}]","A","<p>`Object.entries(person)` returns an array of nested arrays, containing the keys and objects:</p>
<p>`[ [ 'name', 'Lydia' ], [ 'age', 21 ] ]`</p>
<p>Using the `for-of` loop, we can iterate over each element in the array, the subarrays in this case. We can destructure the subarrays instantly in the for-of loop, using `const [x, y]`. `x` is equal to the first element in the subarray, `y` is equal to the second element in the subarray.</p>
<p>The first subarray is `[ ""name"", ""Lydia"" ]`, with `x` equal to `""name""`, and `y` equal to `""Lydia""`, which get logged.
The second subarray is `[ ""age"", 21 ]`, with `x` equal to `""age""`, and `y` equal to `21`, which get logged.</p>
<p></p>"
"q94","What's the output?","<pre><span>function</span> <span class=""pl-en"">getItems</span><span>(</span><span>fruitList</span><span>,</span> ...<span>args</span><span>,</span> <span>favoriteFruit</span><span>)</span> <span>{</span>
  <span>return</span> <span>[</span>...<span>fruitList</span><span>,</span> ...<span>args</span><span>,</span> <span>favoriteFruit</span><span>]</span>
<span>}</span>

<span class=""pl-en"">getItems</span><span>(</span><span>[</span><span class=""pl-s"">""banana""</span><span>,</span> <span class=""pl-s"">""apple""</span><span>]</span><span>,</span> <span class=""pl-s"">""pear""</span><span>,</span> <span class=""pl-s"">""orange""</span><span>)</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`[\""banana\"", \""apple\"", \""pear\"", \""orange\""]`""},{""id"":""B"",""content"":""`[[\""banana\"", \""apple\""], \""pear\"", \""orange\""]`""},{""id"":""C"",""content"":""`[\""banana\"", \""apple\"", [\""pear\""], \""orange\""]`""},{""id"":""D"",""content"":""`SyntaxError`""}]","D","<p>`...args` is a rest parameter. The rest parameter's value is an array containing all remaining arguments, **and can only be the last parameter**! In this example, the rest parameter was the second parameter. This is not possible, and will throw a syntax error.</p>
<div class=""highlight highlight-source-js position-relative overflow-auto""><pre><span>function</span> <span class=""pl-en"">getItems</span><span>(</span><span>fruitList</span><span>,</span> <span>favoriteFruit</span><span>,</span> ...<span>args</span><span>)</span> <span>{</span>
  <span>return</span> <span>[</span>...<span>fruitList</span><span>,</span> ...<span>args</span><span>,</span> <span>favoriteFruit</span><span>]</span><span>;</span>
<span>}</span>

<span class=""pl-en"">getItems</span><span>(</span><span>[</span><span class=""pl-s"">'banana'</span><span>,</span> <span class=""pl-s"">'apple'</span><span>]</span><span>,</span> <span class=""pl-s"">'pear'</span><span>,</span> <span class=""pl-s"">'orange'</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div></div>
<p>The above example works. This returns the array `[ 'banana', 'apple', 'orange', 'pear' ]`</p>
<p></p>"
"q95","What's the output?","<pre><span>function</span> <span class=""pl-en"">nums</span><span>(</span><span>a</span><span>,</span> <span>b</span><span>)</span> <span>{</span>
  <span>if</span> <span>(</span><span>a</span> <span>></span> <span>b</span><span>)</span> <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">'a is bigger'</span><span>)</span><span>;</span>
  <span>else</span> <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">'b is bigger'</span><span>)</span><span>;</span>
  <span>return</span>
  <span>a</span> <span>+</span> <span>b</span><span>;</span>
<span>}</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-en"">nums</span><span>(</span><span>4</span><span>,</span> <span>2</span><span>)</span><span>)</span><span>;</span>
<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-en"">nums</span><span>(</span><span>1</span><span>,</span> <span>2</span><span>)</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`a is bigger`, `6` and `b is bigger`, `3`""},{""id"":""B"",""content"":""`a is bigger`, `undefined` and `b is bigger`, `undefined`""},{""id"":""C"",""content"":""`undefined` and `undefined`""},{""id"":""D"",""content"":""`SyntaxError`""}]","B","<p>In JavaScript, we don't <em>have</em> to write the semicolon (`;`) explicitly, however the JavaScript engine still adds them after statements. This is called **Automatic Semicolon Insertion**. A statement can for example be variables, or keywords like `throw`, `return`, `break`, etc.</p>
<p>Here, we wrote a `return` statement, and another value `a + b` on a <em>new line</em>. However, since it's a new line, the engine doesn't know that it's actually the value that we wanted to return. Instead, it automatically added a semicolon after `return`. You could see this as:</p>
<div class=""highlight highlight-source-js position-relative overflow-auto""><pre><span>return</span><span>;</span>
<span>a</span> <span>+</span> <span>b</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div></div>
<p>This means that `a + b` is never reached, since a function stops running after the `return` keyword. If no value gets returned, like here, the function returns `undefined`. Note that there is no automatic insertion after `if/else` statements!</p>
<p></p>"
"q96","What's the output?","<pre><span>class</span> <span class=""pl-v"">Person</span> <span>{</span>
  <span class=""pl-en"">constructor</span><span>(</span><span>)</span> <span>{</span>
    <span>this</span><span>.</span><span>name</span> <span>=</span> <span class=""pl-s"">'Lydia'</span><span>;</span>
  <span>}</span>
<span>}</span>

<span class=""pl-v"">Person</span> <span>=</span> <span>class</span> <span class=""pl-v"">AnotherPerson</span> <span>{</span>
  <span class=""pl-en"">constructor</span><span>(</span><span>)</span> <span>{</span>
    <span>this</span><span>.</span><span>name</span> <span>=</span> <span class=""pl-s"">'Sarah'</span><span>;</span>
  <span>}</span>
<span>}</span><span>;</span>

<span>const</span> <span>member</span> <span>=</span> <span>new</span> <span class=""pl-v"">Person</span><span>(</span><span>)</span><span>;</span>
<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>member</span><span>.</span><span>name</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`\""Lydia\""`""},{""id"":""B"",""content"":""`\""Sarah\""`""},{""id"":""C"",""content"":""`Error: cannot redeclare Person`""},{""id"":""D"",""content"":""`SyntaxError`""}]","B","<p>We can set classes equal to other classes/function constructors. In this case, we set `Person` equal to `AnotherPerson`. The name on this constructor is `Sarah`, so the name property on the new `Person` instance `member` is `""Sarah""`.</p>
<p></p>"
"q97","What's the output?","<pre><span>const</span> <span>info</span> <span>=</span> <span>{</span>
  <span>[</span><span class=""pl-v"">Symbol</span><span>(</span><span class=""pl-s"">'a'</span><span>)</span><span>]</span>: <span class=""pl-s"">'b'</span><span>,</span>
<span>}</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>info</span><span>)</span><span>;</span>
<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-v"">Object</span><span>.</span><span class=""pl-en"">keys</span><span>(</span><span>info</span><span>)</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`{Symbol('a'): 'b'}` and `[\""{Symbol('a')\""]`""},{""id"":""B"",""content"":""`{}` and `[]`""},{""id"":""C"",""content"":""`{ a: \""b\"" }` and `[\""a\""]`""},{""id"":""D"",""content"":""`{Symbol('a'): 'b'}` and `[]`""}]","D","<p>A Symbol is not <em>enumerable</em>. The Object.keys method returns all <em>enumerable</em> key properties on an object. The Symbol won't be visible, and an empty array is returned. When logging the entire object, all properties will be visible, even non-enumerable ones.</p>
<p>This is one of the many qualities of a symbol: besides representing an entirely unique value (which prevents accidental name collision on objects, for example when working with 2 libraries that want to add properties to the same object), you can also ""hide"" properties on objects this way (although not entirely. You can still access symbols using the `Object.getOwnPropertySymbols()` method).</p>
<p></p>"
"q98","What's the output?","<pre><span>const</span> <span class=""pl-en"">getList</span> <span>=</span> <span>(</span><span>[</span><span>x</span><span>,</span> ...<span>y</span><span>]</span><span>)</span> <span>=></span> <span>[</span><span>x</span><span>,</span> <span>y</span><span>]</span>
<span>const</span> <span class=""pl-en"">getUser</span> <span>=</span> <span>user</span> <span>=></span> <span>{</span> <span>name</span>: <span>user</span><span>.</span><span>name</span><span>,</span> <span>age</span>: <span>user</span><span>.</span><span>age</span> <span>}</span>

<span>const</span> <span>list</span> <span>=</span> <span>[</span><span>1</span><span>,</span> <span>2</span><span>,</span> <span>3</span><span>,</span> <span>4</span><span>]</span>
<span>const</span> <span>user</span> <span>=</span> <span>{</span> <span>name</span>: <span class=""pl-s"">""Lydia""</span><span>,</span> <span>age</span>: <span>21</span> <span>}</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-en"">getList</span><span>(</span><span>list</span><span>)</span><span>)</span>
<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-en"">getUser</span><span>(</span><span>user</span><span>)</span><span>)</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`[1, [2, 3, 4]]` and `SyntaxError`""},{""id"":""B"",""content"":""`[1, [2, 3, 4]]` and `{ name: \""Lydia\"", age: 21 }`""},{""id"":""C"",""content"":""`[1, 2, 3, 4]` and `{ name: \""Lydia\"", age: 21 }`""},{""id"":""D"",""content"":""`Error` and `{ name: \""Lydia\"", age: 21 }`""}]","A","<p>The `getList` function receives an array as its argument. Between the parentheses of the `getList` function, we destructure this array right away. You could see this as:</p>
<p>`[x, ...y] = [1, 2, 3, 4]`</p>
<p>With the rest parameter `...y`, we put all ""remaining"" arguments in an array. The remaining arguments are `2`, `3` and `4` in this case. The value of `y` is an array, containing all the rest parameters. The value of `x` is equal to `1` in this case, so when we log `[x, y]`, `[1, [2, 3, 4]]` gets logged.</p>
<p>The `getUser` function receives an object. With arrow functions, we don't <em>have</em> to write curly brackets if we just return one value. However, if you want to instantly return an <em>object</em> from an arrow function, you have to write it between parentheses, otherwise everything between the two braces will be interpreted as a block statement. In this case the code between the braces is not a valid JavaScript code, so a `SyntaxError` gets thrown.</p>
<p>The following function would have returned an object:</p>
<p>`const getUser = user => ({ name: user.name, age: user.age })`</p>
<p></p>"
"q99","What's the output?","<pre><span>const</span> <span>name</span> <span>=</span> <span class=""pl-s"">'Lydia'</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>name</span><span>(</span><span>)</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`SyntaxError`""},{""id"":""B"",""content"":""`ReferenceError`""},{""id"":""C"",""content"":""`TypeError`""},{""id"":""D"",""content"":""`undefined`""}]","C","<p>The variable `name` holds the value of a string, which is not a function, thus cannot invoke.</p>
<p>TypeErrors get thrown when a value is not of the expected type. JavaScript expected `name` to be a function since we're trying to invoke it. It was a string however, so a TypeError gets thrown: name is not a function!</p>
<p>SyntaxErrors get thrown when you've written something that isn't valid JavaScript, for example when you've written the word `return` as `retrun`.
ReferenceErrors get thrown when JavaScript isn't able to find a reference to a value that you're trying to access.</p>
<p></p>"
"q100","What's the value of output?","<pre><span class=""pl-c"">// 🎉✨ This is my 100th question! ✨🎉</span>

<span>const</span> <span>output</span> <span>=</span> <span class=""pl-s"">`<span><span>${</span><span>[</span><span>]</span> <span>&amp;&amp;</span> <span class=""pl-s"">'Im'</span><span>}</span></span>possible!</span>
<span class=""pl-s"">You should<span><span>${</span><span class=""pl-s"">''</span> <span>&amp;&amp;</span> <span class=""pl-s"">`n't`</span><span>}</span></span> see a therapist after so much JavaScript lol`</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`possible! You should see a therapist after so much JavaScript lol`""},{""id"":""B"",""content"":""`Impossible! You should see a therapist after so much JavaScript lol`""},{""id"":""C"",""content"":""`possible! You shouldn't see a therapist after so much JavaScript lol`""},{""id"":""D"",""content"":""`Impossible! You shouldn't see a therapist after so much JavaScript lol`""}]","B","<p>`[]` is a truthy value. With the `&amp;&amp;` operator, the right-hand value will be returned if the left-hand value is a truthy value. In this case, the left-hand value `[]` is a truthy value, so `""Im'` gets returned.</p>
<p>`""""` is a falsy value. If the left-hand value is falsy, nothing gets returned. `n't` doesn't get returned.</p>
<p></p>"
"q101","What's the value of output?","<pre><span>const</span> <span>one</span> <span>=</span> <span>false</span> <span>||</span> <span>{</span><span>}</span> <span>||</span> <span>null</span><span>;</span>
<span>const</span> <span>two</span> <span>=</span> <span>null</span> <span>||</span> <span>false</span> <span>||</span> <span class=""pl-s"">''</span><span>;</span>
<span>const</span> <span>three</span> <span>=</span> <span>[</span><span>]</span> <span>||</span> <span>0</span> <span>||</span> <span>true</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>one</span><span>,</span> <span>two</span><span>,</span> <span>three</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`false` `null` `[]`""},{""id"":""B"",""content"":""`null` `\""\""` `true`""},{""id"":""C"",""content"":""`{}` `\""\""` `[]`""},{""id"":""D"",""content"":""`null` `null` `true`""}]","C","<p>With the `||` operator, we can return the first truthy operand. If all values are falsy, the last operand gets returned.</p>
<p>`(false || {} || null)`: the empty object `{}` is a truthy value. This is the first (and only) truthy value, which gets returned. `one` is equal to `{}`.</p>
<p>`(null || false || """")`: all operands are falsy values. This means that the last operand, `""""` gets returned. `two` is equal to `""""`.</p>
<p>`([] || 0 || """")`: the empty array`[]` is a truthy value. This is the first truthy value, which gets returned. `three` is equal to `[]`.</p>
<p></p>"
"q102","What's the value of output?","<pre><span>const</span> <span class=""pl-en"">myPromise</span> <span>=</span> <span>(</span><span>)</span> <span>=></span> <span class=""pl-v"">Promise</span><span>.</span><span class=""pl-en"">resolve</span><span>(</span><span class=""pl-s"">'I have resolved!'</span><span>)</span><span>;</span>

<span>function</span> <span class=""pl-en"">firstFunction</span><span>(</span><span>)</span> <span>{</span>
  <span class=""pl-en"">myPromise</span><span>(</span><span>)</span><span>.</span><span class=""pl-en"">then</span><span>(</span><span>res</span> <span>=></span> <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>res</span><span>)</span><span>)</span><span>;</span>
  <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">'second'</span><span>)</span><span>;</span>
<span>}</span>

<span>async</span> <span>function</span> <span class=""pl-en"">secondFunction</span><span>(</span><span>)</span> <span>{</span>
  <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>await</span> <span class=""pl-en"">myPromise</span><span>(</span><span>)</span><span>)</span><span>;</span>
  <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">'second'</span><span>)</span><span>;</span>
<span>}</span>

<span class=""pl-en"">firstFunction</span><span>(</span><span>)</span><span>;</span>
<span class=""pl-en"">secondFunction</span><span>(</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`I have resolved!`, `second` and `I have resolved!`, `second`""},{""id"":""B"",""content"":""`second`, `I have resolved!` and `second`, `I have resolved!`""},{""id"":""C"",""content"":""`I have resolved!`, `second` and `second`, `I have resolved!`""},{""id"":""D"",""content"":""`second`, `I have resolved!` and `I have resolved!`, `second`""}]","D","<p>With a promise, we basically say <em>I want to execute this function, but I'll put it aside for now while it's running since this might take a while. Only when a certain value is resolved (or rejected), and when the call stack is empty, I want to use this value.</em></p>
<p>We can get this value with both `.then` and the `await` keyword in an `async` function. Although we can get a promise's value with both `.then` and `await`, they work a bit differently.</p>
<p>In the `firstFunction`, we (sort of) put the myPromise function aside while it was running, but continued running the other code, which is `console.log('second')` in this case. Then, the function resolved with the string `I have resolved`, which then got logged after it saw that the callstack was empty.</p>
<p>With the await keyword in `secondFunction`, we literally pause the execution of an async function until the value has been resolved before moving to the next line.</p>
<p>This means that it waited for the `myPromise` to resolve with the value `I have resolved`, and only once that happened, we moved to the next line: `second` got logged.</p>
<p></p>"
